control,n,h0,A,omega,alpha,R_cantor,R_ctrl_mean,R_ctrl_sd,delta,pct_rank
G2_random,3,0.06,0.5,4.0,0.8,0.9437666666666666,0.9547111111111111,0.01220037162091295,-0.010944444444444423,23.333333333333332
G2_random,4,0.06,0.5,4.0,0.8,0.9427666666666668,0.9479711111111111,0.009718551731868596,-0.005204444444444345,40.0
G2_random,5,0.06,0.5,4.0,0.8,0.9421666666666667,0.9443644444444442,0.007508166350131809,-0.002197777777777521,56.666666666666664
G2_random,6,0.06,0.5,4.0,0.8,0.9419000000000001,0.9418733333333333,0.004009016657409522,2.6666666666730343e-5,63.333333333333336
G2_random,7,0.06,0.5,4.0,0.8,0.9417666666666666,0.940317777777778,0.001100739331245684,0.001448888888888611,93.33333333333333
G2_random,8,0.06,0.5,4.0,0.8,0.9421666666666667,0.9411711111111111,0.0009408455206579005,0.0009955555555556383,83.33333333333333
G2_random,1,0.1,0.5,4.0,0.8,0.9861666666666667,0.9555355555555554,0.05345063747264797,0.030631111111111387,76.66666666666667
G2_random,2,0.1,0.5,4.0,0.8,0.9783666666666666,0.9646622222222222,0.015368242952373162,0.013704444444444408,83.33333333333333
G2_random,3,0.1,0.5,4.0,0.8,0.9437666666666666,0.9613733333333332,0.011563389843567928,-0.01760666666666655,1.6666666666666667
G2_random,4,0.1,0.5,4.0,0.8,0.9427666666666668,0.9551266666666666,0.011237506984130893,-0.012359999999999816,8.333333333333334
G2_random,5,0.1,0.5,4.0,0.8,0.9435,0.9480822222222222,0.008361523506587393,-0.004582222222222154,26.666666666666668
G2_random,6,0.1,0.5,4.0,0.8,0.9433,0.9456600000000001,0.005422377361011575,-0.0023600000000000287,26.666666666666668
G2_random,7,0.1,0.5,4.0,0.8,0.9425666666666667,0.9434733333333333,0.0008689801129954613,-0.0009066666666666112,10.0
G2_random,8,0.1,0.5,4.0,0.8,0.9433,0.943431111111111,0.000613633942657268,-0.00013111111111097085,45.0
G2_random,1,0.14,0.5,4.0,0.8,0.9877,0.9465688888888888,0.062012393973992774,0.04113111111111123,51.666666666666664
G2_random,2,0.14,0.5,4.0,0.8,0.9836333333333334,0.9694111111111111,0.013788443529567488,0.014222222222222247,90.0
G2_random,3,0.14,0.5,4.0,0.8,0.9777,0.9680533333333334,0.011928100695705768,0.009646666666666581,90.0
G2_random,4,0.14,0.5,4.0,0.8,0.9726333333333333,0.9668333333333334,0.010495581993358436,0.005799999999999916,73.33333333333333
G2_random,5,0.14,0.5,4.0,0.8,0.9477666666666666,0.9640311111111112,0.010472068059883414,-0.016264444444444526,20.0
