rho,depth,attack,eps,pid,safe,eta,C_mean,C_rms,C95,C_max,m_mean,m_std,m_min
0.25,3,authority_test,2.0,b5124e1b88000bd7,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,b62f26029c55da5d,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,b7036711cecf282e,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,bc83dba623c24f83,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,bd981ed06e640944,0.008547008547008517,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,c0b0a6fd8196e526,1.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,c0da6f9a810ac96e,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,c4e140c6b10a0649,0.009433962264150941,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,ceab4fde9bc557e9,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,cfd0baecd1304030,1.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,d437bb99475d3d83,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,df593c445aa37cdd,0.008888888888888835,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
